state_date,source_target,target_period,target_mode,actual_value,actual_release_date,requested_evaluation_date,actual_as_of_date,snapshot_gap_days,availability_status,revision_from_initial
2021-10-31,CES0500000003,2021-10,latest_revised,6.181597700555841,2021-11-05,,2026-08-01,,available,1.9104396564003423
2021-10-31,CPIAUCSL,2021-10,latest_revised,11.51046139566354,2021-11-10,,2026-08-01,,available,0.24367299360150696
2021-10-31,CPILFESL,2021-10,latest_revised,8.422347290082044,2021-11-10,,2026-08-01,,available,1.2528156091537568
2021-10-31,GDPC1,2021Q4,latest_revised,6.804809235885756,2022-01-27,,2026-07-29,,available,0.14419547488415674
2021-10-31,PAYEMS,2021-10,latest_revised,801.0,2021-11-05,,2026-08-01,,available,270.0
2021-10-31,PCEPI,2021-10,latest_revised,7.913215508750326,2021-11-24,,2026-08-01,,available,0.3572837545167573
2021-10-31,PCEPILFE,2021-10,latest_revised,5.9719268589017105,2021-11-24,,2026-08-01,,available,0.8822642309834094
2021-10-31,UNRATE,2021-10,latest_revised,4.5,2021-11-05,,2026-08-01,,available,-0.09999999999999964
2021-11-30,CES0500000003,2021-11,latest_revised,3.463205866961516,2021-12-03,,2026-08-01,,available,0.36543067134058305
2021-11-30,CPIAUCSL,2021-11,latest_revised,10.235736777929105,2021-12-10,,2026-08-01,,available,0.9225821349769348
2021-11-30,CPILFESL,2021-11,latest_revised,7.38171133902874,2021-12-10,,2026-08-01,,available,0.9833502901365421
2021-11-30,GDPC1,2021Q4,latest_revised,6.804809235885756,2022-01-27,,2026-07-29,,available,0.14419547488415674
2021-11-30,PAYEMS,2021-11,latest_revised,658.0,2021-12-03,,2026-08-01,,available,448.0
2021-11-30,PCEPI,2021-11,latest_revised,7.96900284015436,2021-12-23,,2026-08-01,,available,0.6779236651201614
2021-11-30,PCEPILFE,2021-11,latest_revised,6.321577993502103,2021-12-23,,2026-08-01,,available,0.7945139293493497
2021-11-30,UNRATE,2021-11,latest_revised,4.1,2021-12-03,,2026-08-01,,available,-0.10000000000000053
2021-12-31,CES0500000003,2021-12,latest_revised,6.132239470650447,2022-01-07,,2026-08-01,,available,-1.171963763097672
2021-12-31,CPIAUCSL,2021-12,latest_revised,8.257798359917246,2022-01-12,,2026-08-01,,available,2.625597533558377
2021-12-31,CPILFESL,2021-12,latest_revised,7.488073598933909,2022-01-12,,2026-08-01,,available,0.9044948626687699
2021-12-31,GDPC1,2021Q4,latest_revised,6.804809235885756,2022-01-27,,2026-07-29,,available,0.14419547488415674
2021-12-31,PAYEMS,2021-12,latest_revised,586.0,2022-01-07,,2026-08-01,,available,387.0
2021-12-31,PCEPI,2021-12,latest_revised,7.413822080846799,2022-01-28,,2026-08-01,,available,2.0546124945461486
2021-12-31,PCEPILFE,2021-12,latest_revised,6.999497764797269,2022-01-28,,2026-08-01,,available,1.0370388907023909
2021-12-31,UNRATE,2021-12,latest_revised,3.9,2022-01-07,,2026-08-01,,available,0.0
2022-01-31,CES0500000003,2022-01,latest_revised,8.001299686804764,2022-02-04,,2026-08-01,,available,-0.756473597214935
2022-01-31,CPIAUCSL,2022-01,latest_revised,7.2334028046238785,2022-02-10,,2026-08-01,,available,-0.48253972421008484
2022-01-31,CPILFESL,2022-01,latest_revised,6.617528838999576,2022-02-10,,2026-08-01,,available,-0.3614702108897916
2022-01-31,GDPC1,2022Q1,latest_revised,-1.0204951651815009,2022-04-28,,2026-07-29,,available,0.4037068482901418
2022-01-31,PAYEMS,2022-01,latest_revised,190.0,2022-02-04,,2026-08-01,,available,-277.0
2022-01-31,PCEPI,2022-01,latest_revised,6.549466026202566,2022-02-25,,2026-08-01,,available,-0.2642098332735543
2022-01-31,PCEPILFE,2022-01,latest_revised,5.994801942606287,2022-02-25,,2026-08-01,,available,-0.19393802798255422
2022-01-31,UNRATE,2022-01,latest_revised,4.0,2022-02-04,,2026-08-01,,available,0.0
2022-02-28,CES0500000003,2022-02,latest_revised,1.5180267679042458,2022-03-04,,2026-08-01,,available,1.137979258789379
2022-02-28,CPIAUCSL,2022-02,latest_revised,8.283002608367696,2022-03-10,,2026-08-01,,available,-1.251506096995314
2022-02-28,CPILFESL,2022-02,latest_revised,6.327336712219989,2022-03-10,,2026-08-01,,available,0.2804049235429318
2022-02-28,GDPC1,2022Q1,latest_revised,-1.0204951651815009,2022-04-28,,2026-07-29,,available,0.4037068482901418
2022-02-28,PAYEMS,2022-02,latest_revised,819.0,2022-03-04,,2026-08-01,,available,141.0
2022-02-28,PCEPI,2022-02,latest_revised,7.063960012126103,2022-03-31,,2026-08-01,,available,0.13670928679125893
2022-02-28,PCEPILFE,2022-02,latest_revised,5.26100894363033,2022-03-31,,2026-08-01,,available,1.0225983237415193
2022-02-28,UNRATE,2022-02,latest_revised,3.9,2022-03-04,,2026-08-01,,available,0.10000000000000009
2022-03-31,CES0500000003,2022-03,latest_revised,6.05297626401331,2022-04-01,,2026-08-01,,available,1.1263942613277678
2022-03-31,CPIAUCSL,2022-03,latest_revised,13.313569190567165,2022-04-12,,2026-08-01,,available,-1.4838695325430251
2022-03-31,CPILFESL,2022-03,latest_revised,3.254991784932315,2022-04-12,,2026-08-01,,available,-0.6278670066773628
2022-03-31,GDPC1,2022Q1,latest_revised,-1.0204951651815009,2022-04-28,,2026-07-29,,available,0.4037068482901418
2022-03-31,PAYEMS,2022-03,latest_revised,490.0,2022-04-01,,2026-08-01,,available,59.0
2022-03-31,PCEPI,2022-03,latest_revised,10.508095575281118,2022-04-29,,2026-08-01,,available,0.1594688089120666
2022-03-31,PCEPILFE,2022-03,latest_revised,4.749276327281393,2022-04-29,,2026-08-01,,available,1.2438027248609984
2022-03-31,UNRATE,2022-03,latest_revised,3.7,2022-04-01,,2026-08-01,,available,0.10000000000000009
2022-04-30,CES0500000003,2022-04,latest_revised,6.022597334331614,2022-05-06,,2026-08-01,,available,2.249009318965811
2022-04-30,CPIAUCSL,2022-04,latest_revised,3.69432901744311,2022-05-11,,2026-08-01,,available,-0.2822799678696697
2022-04-30,CPILFESL,2022-04,latest_revised,6.0375923212589555,2022-05-11,,2026-08-01,,available,-0.7738045042902542
2022-04-30,GDPC1,2022Q2,latest_revised,0.6256983803410776,2022-07-28,,2026-07-29,,available,1.5642721535058968
2022-04-30,PAYEMS,2022-04,latest_revised,308.0,2022-05-06,,2026-08-01,,available,-120.0
2022-04-30,PCEPI,2022-04,latest_revised,3.59035687255691,2022-05-27,,2026-08-01,,available,0.6293119076644871
2022-04-30,PCEPILFE,2022-04,latest_revised,4.169378390427525,2022-05-27,,2026-08-01,,available,0.044204707567985224
2022-04-30,UNRATE,2022-04,latest_revised,3.7,2022-05-06,,2026-08-01,,available,0.10000000000000009
2022-05-31,CES0500000003,2022-05,latest_revised,5.245091085475551,2022-06-03,,2026-08-01,,available,1.4833325190299007
2022-05-31,CPIAUCSL,2022-05,latest_revised,11.328355313571237,2022-06-10,,2026-08-01,,available,-0.30071298926905854
2022-05-31,CPILFESL,2022-05,latest_revised,6.381317423640809,2022-06-10,,2026-08-01,,available,-1.1719384353977347
2022-05-31,GDPC1,2022Q2,latest_revised,0.6256983803410776,2022-07-28,,2026-07-29,,available,1.5642721535058968
2022-05-31,PAYEMS,2022-05,latest_revised,301.0,2022-06-03,,2026-08-01,,available,-89.0
2022-05-31,PCEPI,2022-05,latest_revised,7.4291384603746735,2022-06-30,,2026-08-01,,available,0.39845575234593866
2022-05-31,PCEPILFE,2022-05,latest_revised,4.1866039558644985,2022-06-30,,2026-08-01,,available,0.016962391280372913
2022-05-31,UNRATE,2022-05,latest_revised,3.6,2022-06-03,,2026-08-01,,available,0.0
2022-06-30,CES0500000003,2022-06,latest_revised,3.359778209695641,2022-07-08,,2026-08-01,,available,-0.38671250131088186
2022-06-30,CPIAUCSL,2022-06,latest_revised,14.97934180300291,2022-07-13,,2026-08-01,,available,-0.7836123117982652
2022-06-30,CPILFESL,2022-06,latest_revised,8.136346181338538,2022-07-13,,2026-08-01,,available,-0.3117567866038229
2022-06-30,GDPC1,2022Q2,latest_revised,0.6256983803410776,2022-07-28,,2026-07-29,,available,1.5642721535058968
2022-06-30,PAYEMS,2022-06,latest_revised,434.0,2022-07-08,,2026-08-01,,available,62.0
2022-06-30,PCEPI,2022-06,latest_revised,11.505797496725023,2022-07-29,,2026-08-01,,available,0.14253037308904482
2022-06-30,PCEPILFE,2022-06,latest_revised,7.081777313018378,2022-07-29,,2026-08-01,,available,-0.034967112432227054
2022-06-30,UNRATE,2022-06,latest_revised,3.6,2022-07-08,,2026-08-01,,available,0.0
2022-07-31,CES0500000003,2022-07,latest_revised,5.578810605892848,2022-08-05,,2026-08-01,,available,-0.01212977647870872
2022-07-31,CPIAUCSL,2022-07,latest_revised,-0.1790224968150511,2022-08-10,,2026-08-01,,available,0.05260674811182753
2022-07-31,CPILFESL,2022-07,latest_revised,4.228555241381926,2022-08-10,,2026-08-01,,available,0.47975421959058906
2022-07-31,GDPC1,2022Q3,latest_revised,2.877225330117028,2022-10-27,,2026-07-29,,available,0.3429577584057597
2022-07-31,PAYEMS,2022-07,latest_revised,714.0,2022-08-05,,2026-08-01,,available,186.0
2022-07-31,PCEPI,2022-07,latest_revised,-0.0720198569251096,2022-08-26,,2026-08-01,,available,0.7269278999714857
2022-07-31,PCEPILFE,2022-07,latest_revised,2.6410029699100335,2022-08-26,,2026-08-01,,available,1.6265502099770401
2022-07-31,UNRATE,2022-07,latest_revised,3.5,2022-08-05,,2026-08-01,,available,0.0
2022-08-31,CES0500000003,2022-08,latest_revised,3.7048501179016924,2022-09-02,,2026-08-01,,available,-0.009173273971896378
2022-08-31,CPIAUCSL,2022-08,latest_revised,0.7484619147412275,2022-09-13,,2026-08-01,,available,-0.669058571099157
2022-08-31,CPILFESL,2022-08,latest_revised,5.869966050672204,2022-09-13,,2026-08-01,,available,-0.9180127060776755
2022-08-31,GDPC1,2022Q3,latest_revised,2.877225330117028,2022-10-27,,2026-07-29,,available,0.3429577584057597
2022-08-31,PAYEMS,2022-08,latest_revised,290.0,2022-09-02,,2026-08-01,,available,-25.0
2022-08-31,PCEPI,2022-08,latest_revised,3.3392290808944125,2022-09-30,,2026-08-01,,available,-0.0797703585384113
2022-08-31,PCEPILFE,2022-08,latest_revised,6.764580513419816,2022-09-30,,2026-08-01,,available,0.03953612459710598
2022-08-31,UNRATE,2022-08,latest_revised,3.6,2022-09-02,,2026-08-01,,available,-0.10000000000000009
2022-09-30,CES0500000003,2022-09,latest_revised,4.799268049116101,2022-10-07,,2026-08-01,,available,1.096704173730778
2022-09-30,CPIAUCSL,2022-09,latest_revised,5.080437585541375,2022-10-13,,2026-08-01,,available,0.4577312758222263
2022-09-30,CPILFESL,2022-09,latest_revised,6.823599623180243,2022-10-13,,2026-08-01,,available,-0.06683417752455512
2022-09-30,GDPC1,2022Q3,latest_revised,2.877225330117028,2022-10-27,,2026-07-29,,available,0.3429577584057597
2022-09-30,PAYEMS,2022-09,latest_revised,220.0,2022-10-07,,2026-08-01,,available,-43.0
2022-09-30,PCEPI,2022-09,latest_revised,4.250474940296556,2022-10-28,,2026-08-01,,available,0.26002766521209253
2022-09-30,PCEPILFE,2022-09,latest_revised,5.318015835931433,2022-10-28,,2026-08-01,,available,-0.08024294080932748
2022-09-30,UNRATE,2022-09,latest_revised,3.5,2022-10-07,,2026-08-01,,available,0.0
2022-10-31,CES0500000003,2022-10,latest_revised,4.780150338078926,2022-11-04,,2026-08-01,,available,0.3521010331340335
2022-10-31,CPIAUCSL,2022-10,latest_revised,6.694994787173059,2022-11-10,,2026-08-01,,available,1.4456937697904237
2022-10-31,CPILFESL,2022-10,latest_revised,4.710652357515954,2022-11-10,,2026-08-01,,available,1.456513727717379
2022-10-31,GDPC1,2022Q4,latest_revised,2.7514765401292607,2023-01-26,,2026-07-29,,available,-0.09908333968553507
2022-10-31,PAYEMS,2022-10,latest_revised,357.0,2022-11-04,,2026-08-01,,available,96.0
2022-10-31,PCEPI,2022-10,latest_revised,5.589707926721488,2022-12-01,,2026-08-01,,available,1.5749706244879036
2022-10-31,PCEPILFE,2022-10,latest_revised,4.303601288410874,2022-12-01,,2026-08-01,,available,1.6769269982869872
2022-10-31,UNRATE,2022-10,latest_revised,3.6,2022-11-04,,2026-08-01,,available,-0.10000000000000009
2022-11-30,CES0500000003,2022-11,latest_revised,4.395609310484083,2022-12-02,,2026-08-01,,available,-2.20385736876203
2022-11-30,CPIAUCSL,2022-11,latest_revised,3.1327462986844523,2022-12-13,,2026-08-01,,available,1.9778379331999218
2022-11-30,CPILFESL,2022-11,latest_revised,3.7057075690182018,2022-12-13,,2026-08-01,,available,1.3238688020649647
2022-11-30,GDPC1,2022Q4,latest_revised,2.7514765401292607,2023-01-26,,2026-07-29,,available,-0.09908333968553507
2022-11-30,PAYEMS,2022-11,latest_revised,303.0,2022-12-02,,2026-08-01,,available,40.0
2022-11-30,PCEPI,2022-11,latest_revised,3.0998183602413576,2022-12-23,,2026-08-01,,available,1.848635237315932
2022-11-30,PCEPILFE,2022-11,latest_revised,3.454456440057996,2022-12-23,,2026-08-01,,available,1.4390686440730605
2022-11-30,UNRATE,2022-11,latest_revised,3.6,2022-12-02,,2026-08-01,,available,-0.10000000000000009
2022-12-31,CES0500000003,2022-12,latest_revised,4.379566905059207,2023-01-06,,2026-08-01,,available,1.0843703264326265
2022-12-31,CPIAUCSL,2022-12,latest_revised,0.1847333919297256,2023-01-12,,2026-08-01,,available,1.138358239042958
2022-12-31,CPILFESL,2022-12,latest_revised,4.263788743929453,2023-01-12,,2026-08-01,,available,0.6380705590579794
2022-12-31,GDPC1,2022Q4,latest_revised,2.7514765401292607,2023-01-26,,2026-07-29,,available,-0.09908333968553507
2022-12-31,PAYEMS,2022-12,latest_revised,100.0,2023-01-06,,2026-08-01,,available,-123.0
2022-12-31,PCEPI,2022-12,latest_revised,1.6229377642840603,2023-01-27,,2026-08-01,,available,0.9978200396812298
2022-12-31,PCEPILFE,2022-12,latest_revised,4.245135931212118,2023-01-27,,2026-08-01,,available,0.6925568807108817
2022-12-31,UNRATE,2022-12,latest_revised,3.5,2023-01-06,,2026-08-01,,available,0.0
2023-01-31,CES0500000003,2023-01,latest_revised,2.9108564909854806,2023-02-03,,2026-08-01,,available,-0.7277151263249237
2023-01-31,CPIAUCSL,2023-01,latest_revised,6.359943598388185,2023-02-14,,2026-08-01,,available,0.17104065773523303
2023-01-31,CPILFESL,2023-01,latest_revised,4.958651904785327,2023-02-14,,2026-08-01,,available,0.024868914410447474
2023-01-31,GDPC1,2023Q1,latest_revised,2.884974679699326,2023-04-27,,2026-07-29,,available,1.8282862012974022
2023-01-31,PAYEMS,2023-01,latest_revised,434.0,2023-02-03,,2026-08-01,,available,-83.0
2023-01-31,PCEPI,2023-01,latest_revised,6.409396792582811,2023-02-24,,2026-08-01,,available,-1.0003063412714397
2023-01-31,PCEPILFE,2023-01,latest_revised,5.660749993232628,2023-02-24,,2026-08-01,,available,-1.1726996230194686
2023-01-31,UNRATE,2023-01,latest_revised,3.5,2023-02-03,,2026-08-01,,available,0.10000000000000009
2023-02-28,CES0500000003,2023-02,latest_revised,4.715133767867563,2023-03-10,,2026-08-01,,available,1.8104424857641632
2023-02-28,CPIAUCSL,2023-02,latest_revised,4.107203238607937,2023-03-14,,2026-08-01,,available,-0.3246697994004677
2023-02-28,CPILFESL,2023-02,latest_revised,5.857963228848817,2023-03-14,,2026-08-01,,available,0.4470254089337544
2023-02-28,GDPC1,2023Q1,latest_revised,2.884974679699326,2023-04-27,,2026-07-29,,available,1.8282862012974022
2023-02-28,PAYEMS,2023-02,latest_revised,290.0,2023-03-10,,2026-08-01,,available,-21.0
2023-02-28,PCEPI,2023-02,latest_revised,3.5337522967314072,2023-03-31,,2026-08-01,,available,0.3819573668998544
2023-02-28,PCEPILFE,2023-02,latest_revised,4.322235106845795,2023-03-31,,2026-08-01,,available,0.7294606249089952
2023-02-28,UNRATE,2023-02,latest_revised,3.6,2023-03-10,,2026-08-01,,available,0.0
2023-03-31,CES0500000003,2023-03,latest_revised,4.33604807821677,2023-04-07,,2026-08-01,,available,1.0766526836837542
2023-03-31,CPIAUCSL,2023-03,latest_revised,1.4759537790641986,2023-04-12,,2026-08-01,,available,0.8396190520944202
2023-03-31,CPILFESL,2023-03,latest_revised,4.033683447471859,2023-04-12,,2026-08-01,,available,-0.574813789097206
2023-03-31,GDPC1,2023Q1,latest_revised,2.884974679699326,2023-04-27,,2026-07-29,,available,1.8282862012974022
2023-03-31,PAYEMS,2023-03,latest_revised,68.0,2023-04-07,,2026-08-01,,available,-168.0
2023-03-31,PCEPI,2023-03,latest_revised,1.6977320365413107,2023-04-28,,2026-08-01,,available,0.7857984878043567
2023-03-31,PCEPILFE,2023-03,latest_revised,3.9213729211613924,2023-04-28,,2026-08-01,,available,0.5593383923176987
2023-03-31,UNRATE,2023-03,latest_revised,3.5,2023-04-07,,2026-08-01,,available,0.0
2023-04-30,CES0500000003,2023-04,latest_revised,5.757132481945959,2023-05-05,,2026-08-01,,available,-0.012109399777315843
2023-04-30,CPIAUCSL,2023-04,latest_revised,4.064396459224895,2023-05-10,,2026-08-01,,available,-0.34090940139428483
2023-04-30,CPILFESL,2023-04,latest_revised,5.442061638660789,2023-05-10,,2026-08-01,,available,0.5418457498695517
2023-04-30,GDPC1,2023Q2,latest_revised,2.503636219206129,2023-07-27,,2026-07-29,,available,0.11803270172237035
2023-04-30,PAYEMS,2023-04,latest_revised,241.0,2023-05-05,,2026-08-01,,available,-12.0
2023-04-30,PCEPI,2023-04,latest_revised,4.138816323857242,2023-05-26,,2026-08-01,,available,-0.22027621987668056
2023-04-30,PCEPILFE,2023-04,latest_revised,4.242165321368674,2023-05-26,,2026-08-01,,available,-0.31241982007621516
2023-04-30,UNRATE,2023-04,latest_revised,3.4,2023-05-05,,2026-08-01,,available,0.0
2023-05-31,CES0500000003,2023-05,latest_revised,2.510086078816265,2023-06-02,,2026-08-01,,available,-1.4437889974068696
2023-05-31,CPIAUCSL,2023-05,latest_revised,1.936062210295475,2023-06-13,,2026-08-01,,available,0.44747386872785455
2023-05-31,CPILFESL,2023-05,latest_revised,4.368713978466587,2023-06-13,,2026-08-01,,available,-0.8468765165638104
2023-05-31,GDPC1,2023Q2,latest_revised,2.503636219206129,2023-07-27,,2026-07-29,,available,0.11803270172237035
2023-05-31,PAYEMS,2023-05,latest_revised,280.0,2023-06-02,,2026-08-01,,available,-59.0
2023-05-31,PCEPI,2023-05,latest_revised,1.9891633494271588,2023-06-30,,2026-08-01,,available,0.44810164880537684
2023-05-31,PCEPILFE,2023-05,latest_revised,3.5220383794509758,2023-06-30,,2026-08-01,,available,-0.24845268189892522
2023-05-31,UNRATE,2023-05,latest_revised,3.6,2023-06-02,,2026-08-01,,available,-0.10000000000000009
2023-06-30,CES0500000003,2023-06,latest_revised,6.78674230492895,2023-07-07,,2026-08-01,,available,2.4907949960690345
2023-06-30,CPIAUCSL,2023-06,latest_revised,2.687093201810953,2023-07-12,,2026-08-01,,available,0.5248058106914755
2023-06-30,CPILFESL,2023-06,latest_revised,2.6105008233255234,2023-07-12,,2026-08-01,,available,0.721297939503529
2023-06-30,GDPC1,2023Q2,latest_revised,2.503636219206129,2023-07-27,,2026-07-29,,available,0.11803270172237035
2023-06-30,PAYEMS,2023-06,latest_revised,225.0,2023-07-07,,2026-08-01,,available,16.0
2023-06-30,PCEPI,2023-06,latest_revised,3.1817954880590804,2023-07-28,,2026-08-01,,available,1.245938038349692
2023-06-30,PCEPILFE,2023-06,latest_revised,3.089659655519128,2023-07-28,,2026-08-01,,available,1.1053372190360733
2023-06-30,UNRATE,2023-06,latest_revised,3.6,2023-07-07,,2026-08-01,,available,0.0
2023-07-31,CES0500000003,2023-07,latest_revised,5.685530327787092,2023-08-04,,2026-08-01,,available,0.6959181493908062
2023-07-31,CPIAUCSL,2023-07,latest_revised,2.3462807927561613,2023-08-10,,2026-08-01,,available,0.34558646605411525
2023-07-31,CPILFESL,2023-07,latest_revised,2.480552721830165,2023-08-10,,2026-08-01,,available,0.5671171103767136
2023-07-31,GDPC1,2023Q3,latest_revised,4.5880109584366835,2023-10-26,,2026-07-29,,available,-0.1747529006969728
2023-07-31,PAYEMS,2023-07,latest_revised,163.0,2023-08-04,,2026-08-01,,available,-24.0
2023-07-31,PCEPI,2023-07,latest_revised,1.3738407646382456,2023-08-31,,2026-08-01,,available,-1.1805650165229054
2023-07-31,PCEPILFE,2023-07,latest_revised,1.667322592106757,2023-08-31,,2026-08-01,,available,-0.920647159144039
2023-07-31,UNRATE,2023-07,latest_revised,3.5,2023-08-04,,2026-08-01,,available,0.0
2023-08-31,CES0500000003,2023-08,latest_revised,1.417183512811171,2023-09-01,,2026-08-01,,available,-1.4247361103233658
2023-08-31,CPIAUCSL,2023-08,latest_revised,5.788863526361965,2023-09-13,,2026-08-01,,available,-1.7615571305608313
2023-08-31,CPILFESL,2023-08,latest_revised,2.405665758632125,2023-09-13,,2026-08-01,,available,-0.931647334704877
2023-08-31,GDPC1,2023Q3,latest_revised,4.5880109584366835,2023-10-26,,2026-07-29,,available,-0.1747529006969728
2023-08-31,PAYEMS,2023-08,latest_revised,218.0,2023-09-01,,2026-08-01,,available,31.0
2023-08-31,PCEPI,2023-08,latest_revised,3.6063062944371893,2023-09-29,,2026-08-01,,available,-1.1155457912881417
2023-08-31,PCEPILFE,2023-08,latest_revised,1.334197299345874,2023-09-29,,2026-08-01,,available,-0.4025255673866468
2023-08-31,UNRATE,2023-08,latest_revised,3.7,2023-09-01,,2026-08-01,,available,-0.09999999999999964
2023-09-30,CES0500000003,2023-09,latest_revised,4.241536080172459,2023-10-06,,2026-08-01,,available,1.7596324033016586
2023-09-30,CPIAUCSL,2023-09,latest_revised,4.6719919194458726,2023-10-12,,2026-08-01,,available,-0.06740324320979596
2023-09-30,CPILFESL,2023-09,latest_revised,3.711548646037599,2023-10-12,,2026-08-01,,available,-0.15741308514165553
2023-09-30,GDPC1,2023Q3,latest_revised,4.5880109584366835,2023-10-26,,2026-07-29,,available,-0.1747529006969728
2023-09-30,PAYEMS,2023-09,latest_revised,156.0,2023-10-06,,2026-08-01,,available,-180.0
2023-09-30,PCEPI,2023-09,latest_revised,4.4457513853704,2023-10-27,,2026-08-01,,available,0.17604221857858704
2023-09-30,PCEPILFE,2023-09,latest_revised,3.6938968967284325,2023-10-27,,2026-08-01,,available,0.11678474276060058
2023-09-30,UNRATE,2023-09,latest_revised,3.7,2023-10-06,,2026-08-01,,available,-0.09999999999999964
2023-10-31,CES0500000003,2023-10,latest_revised,2.467323530413168,2023-11-03,,2026-08-01,,available,-0.005811453614334994
2023-10-31,CPIAUCSL,2023-10,latest_revised,1.6390992707329133,2023-11-14,,2026-08-01,,available,1.100650229020772
2023-10-31,CPILFESL,2023-10,latest_revised,3.5421475374729283,2023-11-14,,2026-08-01,,available,0.825861206314471
2023-10-31,GDPC1,2023Q4,latest_revised,3.3620596105876643,2024-01-25,,2026-07-29,,available,0.13524535221876022
2023-10-31,PAYEMS,2023-10,latest_revised,159.0,2023-11-03,,2026-08-01,,available,9.0
2023-10-31,PCEPI,2023-10,latest_revised,0.6422316880556167,2023-11-30,,2026-08-01,,available,0.048931029106924484
2023-10-31,PCEPILFE,2023-10,latest_revised,1.8277233151454908,2023-11-30,,2026-08-01,,available,-0.1321301315176271
2023-10-31,UNRATE,2023-10,latest_revised,3.9,2023-11-03,,2026-08-01,,available,0.0
2023-11-30,CES0500000003,2023-11,latest_revised,3.164836999302878,2023-12-08,,2026-08-01,,available,-1.0654846555191
2023-11-30,CPIAUCSL,2023-11,latest_revised,1.761485367704907,2023-12-12,,2026-08-01,,available,0.599571107813901
2023-11-30,CPILFESL,2023-11,latest_revised,3.597026973228168,2023-12-12,,2026-08-01,,available,0.18723403858800225
2023-11-30,GDPC1,2023Q4,latest_revised,3.3620596105876643,2024-01-25,,2026-07-29,,available,0.13524535221876022
2023-11-30,PAYEMS,2023-11,latest_revised,127.0,2023-12-08,,2026-08-01,,available,-72.0
2023-11-30,PCEPI,2023-11,latest_revised,0.08889730307721777,2023-12-22,,2026-08-01,,available,0.9498182119749288
2023-11-30,PCEPILFE,2023-11,latest_revised,1.3266007211047537,2023-12-22,,2026-08-01,,available,0.6269213876350932
2023-11-30,UNRATE,2023-11,latest_revised,3.7,2023-12-08,,2026-08-01,,available,0.0
2023-12-31,CES0500000003,2023-12,latest_revised,4.206840417154112,2024-01-05,,2026-08-01,,available,-1.057095498492977
2023-12-31,CPIAUCSL,2023-12,latest_revised,2.3070608138073823,2024-01-11,,2026-08-01,,available,-1.3234863912494177
2023-12-31,CPILFESL,2023-12,latest_revised,3.080628367322902,2024-01-11,,2026-08-01,,available,-0.622207813728437
2023-12-31,GDPC1,2023Q4,latest_revised,3.3620596105876643,2024-01-25,,2026-07-29,,available,0.13524535221876022
2023-12-31,PAYEMS,2023-12,latest_revised,154.0,2024-01-05,,2026-08-01,,available,-62.0
2023-12-31,PCEPI,2023-12,latest_revised,1.6483451284592832,2024-01-26,,2026-08-01,,available,-0.35957657280505373
2023-12-31,PCEPILFE,2023-12,latest_revised,2.171261268148683,2024-01-26,,2026-08-01,,available,0.11453438748141309
2023-12-31,UNRATE,2023-12,latest_revised,3.8,2024-01-05,,2026-08-01,,available,0.09999999999999964
2024-01-31,CES0500000003,2024-01,latest_revised,6.282736864733884,2024-02-02,,2026-08-01,,available,-0.3346068524150425
2024-01-31,CPIAUCSL,2024-01,latest_revised,3.7138696513263625,2024-02-13,,2026-08-01,,available,0.05425945630292972
2024-01-31,CPILFESL,2024-01,latest_revised,4.29887282989867,2024-02-13,,2026-08-01,,available,-0.4005900366131243
2024-01-31,GDPC1,2024Q1,latest_revised,0.8385657658578793,2024-04-25,,2026-07-29,,available,-0.7388128215062295
2024-01-31,PAYEMS,2024-01,latest_revised,175.0,2024-02-02,,2026-08-01,,available,-178.0
2024-01-31,PCEPI,2024-01,latest_revised,5.609096275934533,2024-02-29,,2026-08-01,,available,1.4762799798862858
2024-01-31,PCEPILFE,2024-01,latest_revised,6.20325686930876,2024-02-29,,2026-08-01,,available,1.2263921233703456
2024-01-31,UNRATE,2024-01,latest_revised,3.7,2024-02-02,,2026-08-01,,available,0.0
2024-02-29,CES0500000003,2024-02,latest_revised,1.7393828237439735,2024-03-08,,2026-08-01,,available,0.002517561776649302
2024-02-29,CPIAUCSL,2024-02,latest_revised,4.907001754350304,2024-03-12,,2026-08-01,,available,-0.386052696891781
2024-02-29,CPILFESL,2024-02,latest_revised,4.743744300388286,2024-03-12,,2026-08-01,,available,0.4504268317262472
2024-02-29,GDPC1,2024Q1,latest_revised,0.8385657658578793,2024-04-25,,2026-07-29,,available,-0.7388128215062295
2024-02-29,PAYEMS,2024-02,latest_revised,206.0,2024-03-08,,2026-08-01,,available,-69.0
2024-02-29,PCEPI,2024-02,latest_revised,3.6074332394097297,2024-03-29,,2026-08-01,,available,-0.3824483322322436
2024-02-29,PCEPILFE,2024-02,latest_revised,3.1636984142132007,2024-03-29,,2026-08-01,,available,0.029993624434254684
2024-02-29,UNRATE,2024-02,latest_revised,3.9,2024-03-08,,2026-08-01,,available,0.0
2024-03-31,CES0500000003,2024-03,latest_revised,4.510631304822255,2024-04-05,,2026-08-01,,available,0.3523828470720858
2024-03-31,CPIAUCSL,2024-03,latest_revised,5.305858683940201,2024-04-10,,2026-08-01,,available,0.7775804845973511
2024-03-31,CPILFESL,2024-03,latest_revised,4.6606716861756325,2024-04-10,,2026-08-01,,available,0.3599251445994156
2024-03-31,GDPC1,2024Q1,latest_revised,0.8385657658578793,2024-04-25,,2026-07-29,,available,-0.7388128215062295
2024-03-31,PAYEMS,2024-03,latest_revised,228.0,2024-04-05,,2026-08-01,,available,-75.0
